"No.","Time","Source","Destination","Protocol","Length","Info"
"42515","49.065645","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=113990057 Ack=1 Win=1005 Len=1448 TSval=867186454 TSecr=2681723636"
"42565","49.100097","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=114066521 Ack=1 Win=1005 Len=1448 TSval=867186489 TSecr=2681723669"
"42593","49.132886","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=114144433 Ack=1 Win=1005 Len=1448 TSval=867186522 TSecr=2681723704"
"42637","49.165441","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=114221137 Ack=1 Win=1005 Len=1448 TSval=867186554 TSecr=2681723736"
"42655","49.198915","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=114299049 Ack=1 Win=1005 Len=1448 TSval=867186588 TSecr=2681723774"
"42685","49.232870","192.168.1.1","172.23.69.13","TCP","2968","80 → 50034 [ACK] Seq=114375513 Ack=1 Win=1005 Len=2896 TSval=867186622 TSecr=2681723802"
"42717","49.265273","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=114453425 Ack=1 Win=1005 Len=1448 TSval=867186654 TSecr=2681723842"
"42761","49.298581","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=114529889 Ack=1 Win=1005 Len=1448 TSval=867186687 TSecr=2681723873"
"42796","49.332878","192.168.1.1","172.23.69.13","TCP","4416","80 → 50034 [ACK] Seq=114607801 Ack=1 Win=1005 Len=4344 TSval=867186721 TSecr=2681723902"
"42812","49.366158","192.168.1.1","172.23.69.13","TCP","2968","80 → 50034 [ACK] Seq=114683057 Ack=1 Win=1005 Len=2896 TSval=867186755 TSecr=2681723938"
"42851","49.401200","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=114759521 Ack=1 Win=1005 Len=8200 TSval=867186788 TSecr=2681723969"
"42887","49.434553","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=114837433 Ack=1 Win=1005 Len=8200 TSval=867186822 TSecr=2681724012"
"42930","49.465675","192.168.1.1","172.23.69.13","TCP","2968","80 → 50034 [ACK] Seq=114916793 Ack=1 Win=1005 Len=2896 TSval=867186854 TSecr=2681724041"
"42971","49.500947","192.168.1.1","172.23.69.13","TCP","7312","80 → 50034 [ACK] Seq=114993257 Ack=1 Win=1005 Len=7240 TSval=867186889 TSecr=2681724076"
"43012","49.532407","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=115072617 Ack=1 Win=1005 Len=1448 TSval=867186921 TSecr=2681724107"
"43061","49.568148","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=115149081 Ack=1 Win=1005 Len=8200 TSval=867186955 TSecr=2681724140"
"43092","49.599012","192.168.1.1","172.23.69.13","TCP","7312","80 → 50034 [ACK] Seq=115226993 Ack=1 Win=1005 Len=7240 TSval=867186987 TSecr=2681724172"
"43129","49.632563","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=115303697 Ack=1 Win=1005 Len=1448 TSval=867187021 TSecr=2681724203"
"43171","49.667315","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=115378713 Ack=1 Win=1005 Len=8200 TSval=867187054 TSecr=2681724236"
"43190","49.699572","192.168.1.1","172.23.69.13","TCP","5376","80 → 50034 [PSH, ACK] Seq=115459521 Ack=1 Win=1005 Len=5304 TSval=867187088 TSecr=2681724277"
"43219","49.731951","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=115535985 Ack=1 Win=1005 Len=1448 TSval=867187121 TSecr=2681724312"
"43249","49.765499","192.168.1.1","172.23.69.13","TCP","4416","80 → 50034 [ACK] Seq=115612449 Ack=1 Win=1005 Len=4344 TSval=867187154 TSecr=2681724336"
"43290","49.800842","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=115690361 Ack=1 Win=1005 Len=8200 TSval=867187187 TSecr=2681724369"
"43308","49.831994","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=115768273 Ack=1 Win=1005 Len=1448 TSval=867187221 TSecr=2681724402"
"43345","49.865573","192.168.1.1","172.23.69.13","TCP","5376","80 → 50034 [PSH, ACK] Seq=115844977 Ack=1 Win=1005 Len=5304 TSval=867187254 TSecr=2681724435"
"43377","49.899935","192.168.1.1","172.23.69.13","TCP","2968","80 → 50034 [ACK] Seq=115921441 Ack=1 Win=1005 Len=2896 TSval=867187288 TSecr=2681724472"
"43437","49.934376","192.168.1.1","172.23.69.13","TCP","2968","80 → 50034 [ACK] Seq=115999353 Ack=1 Win=1005 Len=2896 TSval=867187323 TSecr=2681724503"
"43475","49.969620","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=116075817 Ack=1 Win=1005 Len=8200 TSval=867187357 TSecr=2681724538"
"43488","50.002692","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=116153729 Ack=1 Win=1005 Len=8200 TSval=867187390 TSecr=2681724582"
"43510","50.033098","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=116231641 Ack=1 Win=1005 Len=1448 TSval=867187422 TSecr=2681724608"
"43531","50.064972","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=116309553 Ack=1 Win=1005 Len=1448 TSval=867187454 TSecr=2681724651"
"43561","50.097604","192.168.1.1","172.23.69.13","TCP","4176","80 → 50034 [PSH, ACK] Seq=116383361 Ack=1 Win=1005 Len=4104 TSval=867187486 TSecr=2681724671"
"43589","50.134997","192.168.1.1","172.23.69.13","TCP","2968","80 → 50034 [ACK] Seq=116462721 Ack=1 Win=1005 Len=2896 TSval=867187524 TSecr=2681724702"
"43641","50.165797","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=116540633 Ack=1 Win=1005 Len=1448 TSval=867187555 TSecr=2681724750"
"43682","50.199193","192.168.1.1","172.23.69.13","TCP","5864","80 → 50034 [ACK] Seq=116618545 Ack=1 Win=1005 Len=5792 TSval=867187587 TSecr=2681724769"
"43727","50.237717","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=116695009 Ack=1 Win=1005 Len=8200 TSval=867187621 TSecr=2681724802"
"43747","50.266171","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=116772921 Ack=1 Win=1005 Len=1448 TSval=867187655 TSecr=2681724836"
"43770","50.299902","192.168.1.1","172.23.69.13","TCP","2968","80 → 50034 [ACK] Seq=116850833 Ack=1 Win=1005 Len=2896 TSval=867187688 TSecr=2681724870"
"43786","50.333156","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=116924641 Ack=1 Win=1005 Len=8200 TSval=867187721 TSecr=2681724903"
"43821","50.369620","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=117002553 Ack=1 Win=1005 Len=8200 TSval=867187756 TSecr=2681724936"
"43850","50.400423","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=117080465 Ack=1 Win=1005 Len=8200 TSval=867187788 TSecr=2681724976"
"43901","50.432538","192.168.1.1","172.23.69.13","TCP","4416","80 → 50034 [ACK] Seq=117159825 Ack=1 Win=1005 Len=4344 TSval=867187821 TSecr=2681725003"
"43931","50.465392","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=117237737 Ack=1 Win=1005 Len=1448 TSval=867187854 TSecr=2681725042"
"43980","50.501430","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=117314201 Ack=1 Win=1005 Len=8200 TSval=867187889 TSecr=2681725069"
"44005","50.532374","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=117392113 Ack=1 Win=1005 Len=1448 TSval=867187921 TSecr=2681725109"
"44021","50.566133","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=117465921 Ack=1 Win=1005 Len=8200 TSval=867187954 TSecr=2681725141"
"44046","50.598614","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=117546729 Ack=1 Win=1005 Len=1448 TSval=867187987 TSecr=2681725172"
"44094","50.635674","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=117621745 Ack=1 Win=1005 Len=8200 TSval=867188023 TSecr=2681725208"
"44128","50.667071","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=117699657 Ack=1 Win=1005 Len=8200 TSval=867188055 TSecr=2681725239"
"44153","50.699678","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=117777569 Ack=1 Win=1005 Len=8200 TSval=867188088 TSecr=2681725271"
"44173","50.733297","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=117855481 Ack=1 Win=1005 Len=8200 TSval=867188121 TSecr=2681725302"
"44190","50.771210","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=117929289 Ack=1 Win=1005 Len=8200 TSval=867188157 TSecr=2681725336"
"44208","50.803155","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=118007201 Ack=1 Win=1005 Len=8200 TSval=867188189 TSecr=2681725378"
"44248","50.835114","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=118085113 Ack=1 Win=1005 Len=8200 TSval=867188221 TSecr=2681725404"
"44268","50.869116","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=118163025 Ack=1 Win=1005 Len=8200 TSval=867188257 TSecr=2681725441"
"44290","50.903587","192.168.1.1","172.23.69.13","TCP","6824","80 → 50034 [PSH, ACK] Seq=118242385 Ack=1 Win=1005 Len=6752 TSval=867188291 TSecr=2681725478"
"44317","50.936570","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=118318849 Ack=1 Win=1005 Len=8200 TSval=867188323 TSecr=2681725505"
"44339","50.965630","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=118396761 Ack=1 Win=1005 Len=1448 TSval=867188355 TSecr=2681725548"
"44374","50.998252","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=118473465 Ack=1 Win=1005 Len=1448 TSval=867188387 TSecr=2681725569"
"44417","51.031674","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=118551377 Ack=1 Win=1005 Len=1448 TSval=867188420 TSecr=2681725601"
"44473","51.065716","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=118627841 Ack=1 Win=1005 Len=1448 TSval=867188455 TSecr=2681725635"
"44502","51.099131","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=118705753 Ack=1 Win=1005 Len=1448 TSval=867188488 TSecr=2681725669"
"44561","51.132322","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=118782217 Ack=1 Win=1005 Len=1448 TSval=867188521 TSecr=2681725702"
"44613","51.166933","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=118860129 Ack=1 Win=1005 Len=1448 TSval=867188556 TSecr=2681725736"
"44630","51.198744","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=118936833 Ack=1 Win=1005 Len=1448 TSval=867188587 TSecr=2681725770"
"44668","51.232120","192.168.1.1","172.23.69.13","TCP","2968","80 → 50034 [ACK] Seq=119014745 Ack=1 Win=1005 Len=2896 TSval=867188621 TSecr=2681725806"
"44711","51.266124","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=119091209 Ack=1 Win=1005 Len=1448 TSval=867188655 TSecr=2681725836"
"44740","51.303846","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=119167673 Ack=1 Win=1005 Len=8200 TSval=867188687 TSecr=2681725870"
"44755","51.331896","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=119245585 Ack=1 Win=1005 Len=1448 TSval=867188721 TSecr=2681725907"
"44822","51.367157","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=119323497 Ack=1 Win=1005 Len=1448 TSval=867188756 TSecr=2681725935"
"44845","51.399963","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=119400201 Ack=1 Win=1005 Len=1448 TSval=867188789 TSecr=2681725981"
"44888","51.433208","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=119478113 Ack=1 Win=1005 Len=1448 TSval=867188822 TSecr=2681726004"
"44908","51.465668","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=119554577 Ack=1 Win=1005 Len=1448 TSval=867188854 TSecr=2681726052"
"44973","51.500342","192.168.1.1","172.23.69.13","TCP","4416","80 → 50034 [ACK] Seq=119631041 Ack=1 Win=1005 Len=4344 TSval=867188889 TSecr=2681726069"
"44991","51.533398","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=119708953 Ack=1 Win=1005 Len=8200 TSval=867188921 TSecr=2681726107"
"45013","51.565649","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=119786865 Ack=1 Win=1005 Len=1448 TSval=867188955 TSecr=2681726147"
"45034","51.598918","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=119864777 Ack=1 Win=1005 Len=1448 TSval=867188988 TSecr=2681726172"
"45060","51.632331","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=119941481 Ack=1 Win=1005 Len=1448 TSval=867189021 TSecr=2681726212"
"45139","51.670474","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=120016497 Ack=1 Win=1005 Len=8200 TSval=867189054 TSecr=2681726235"
"45160","51.698989","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=120095857 Ack=1 Win=1005 Len=1448 TSval=867189088 TSecr=2681726269"
"45203","51.732377","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=120172321 Ack=1 Win=1005 Len=1448 TSval=867189121 TSecr=2681726313"
"45263","51.766040","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=120250233 Ack=1 Win=1005 Len=1448 TSval=867189155 TSecr=2681726336"
"45294","51.799114","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=120328145 Ack=1 Win=1005 Len=1448 TSval=867189188 TSecr=2681726369"
"45356","51.833189","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=120404849 Ack=1 Win=1005 Len=1448 TSval=867189222 TSecr=2681726402"
"45384","51.865805","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=120482761 Ack=1 Win=1005 Len=1448 TSval=867189255 TSecr=2681726437"
"45415","51.900054","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=120559225 Ack=1 Win=1005 Len=1448 TSval=867189289 TSecr=2681726470"
"45462","51.932362","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=120637137 Ack=1 Win=1005 Len=1448 TSval=867189321 TSecr=2681726503"
"45494","51.965646","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=120713601 Ack=1 Win=1005 Len=1448 TSval=867189355 TSecr=2681726536"
"45521","51.999068","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=120791513 Ack=1 Win=1005 Len=1448 TSval=867189388 TSecr=2681726571"
"45547","52.032143","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=120869425 Ack=1 Win=1005 Len=1448 TSval=867189421 TSecr=2681726604"
"45600","52.065811","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=120946129 Ack=1 Win=1005 Len=1448 TSval=867189454 TSecr=2681726635"
"45637","52.099065","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=121024041 Ack=1 Win=1005 Len=1448 TSval=867189488 TSecr=2681726670"
"45694","52.133502","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=121099057 Ack=1 Win=1005 Len=8200 TSval=867189521 TSecr=2681726704"
"45720","52.166418","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=121178417 Ack=1 Win=1005 Len=1448 TSval=867189555 TSecr=2681726738"
"45744","52.198985","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=121254881 Ack=1 Win=1005 Len=1448 TSval=867189588 TSecr=2681726770"
"45791","52.232448","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=121332793 Ack=1 Win=1005 Len=1448 TSval=867189621 TSecr=2681726803"
"45812","52.266238","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=121410705 Ack=1 Win=1005 Len=1448 TSval=867189655 TSecr=2681726851"
"45828","52.301296","192.168.1.1","172.23.69.13","TCP","6824","80 → 50034 [PSH, ACK] Seq=121485961 Ack=1 Win=1005 Len=6752 TSval=867189689 TSecr=2681726880"
"45868","52.334112","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=121562425 Ack=1 Win=1005 Len=8200 TSval=867189722 TSecr=2681726904"
"45896","52.369718","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=121640337 Ack=1 Win=1005 Len=8200 TSval=867189754 TSecr=2681726940"
"45910","52.400765","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=121718249 Ack=1 Win=1005 Len=8200 TSval=867189787 TSecr=2681726970"
"45942","52.432361","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=121796161 Ack=1 Win=1005 Len=1448 TSval=867189821 TSecr=2681727005"
"45970","52.465261","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=121874073 Ack=1 Win=1005 Len=1448 TSval=867189854 TSecr=2681727040"
"45991","52.498949","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=121951985 Ack=1 Win=1005 Len=1448 TSval=867189888 TSecr=2681727072"
"46032","52.532503","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=122028689 Ack=1 Win=1005 Len=1448 TSval=867189921 TSecr=2681727102"
"46060","52.565762","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=122105153 Ack=1 Win=1005 Len=1448 TSval=867189955 TSecr=2681727144"
"46111","52.599073","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=122183065 Ack=1 Win=1005 Len=1448 TSval=867189988 TSecr=2681727180"
"46145","52.633659","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=122259529 Ack=1 Win=1005 Len=8200 TSval=867190021 TSecr=2681727202"
"46206","52.669384","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=122337441 Ack=1 Win=1005 Len=8200 TSval=867190055 TSecr=2681727236"
"46223","52.699117","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=122415353 Ack=1 Win=1005 Len=1448 TSval=867190088 TSecr=2681727272"
"46263","52.732557","192.168.1.1","172.23.69.13","TCP","2968","80 → 50034 [ACK] Seq=122490609 Ack=1 Win=1005 Len=2896 TSval=867190121 TSecr=2681727308"
"46306","52.769363","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=122567073 Ack=1 Win=1005 Len=8200 TSval=867190155 TSecr=2681727337"
"46336","52.798561","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=122646433 Ack=1 Win=1005 Len=1448 TSval=867190187 TSecr=2681727376"
"46402","52.832600","192.168.1.1","172.23.69.13","TCP","2968","80 → 50034 [ACK] Seq=122724345 Ack=1 Win=1005 Len=2896 TSval=867190221 TSecr=2681727402"
"46467","52.867744","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=122800809 Ack=1 Win=1005 Len=8200 TSval=867190254 TSecr=2681727436"
"46495","52.898913","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=122878721 Ack=1 Win=1005 Len=1448 TSval=867190288 TSecr=2681727471"
"46557","52.933902","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=122952529 Ack=1 Win=1005 Len=8200 TSval=867190321 TSecr=2681727502"
"46578","52.967278","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=123030441 Ack=1 Win=1005 Len=8200 TSval=867190355 TSecr=2681727542"
"46597","52.999174","192.168.1.1","172.23.69.13","TCP","7312","80 → 50034 [ACK] Seq=123108353 Ack=1 Win=1005 Len=7240 TSval=867190387 TSecr=2681727570"
"46638","53.032285","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=123187713 Ack=1 Win=1005 Len=1448 TSval=867190421 TSecr=2681727608"
"46656","53.067489","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=123264177 Ack=1 Win=1005 Len=8200 TSval=867190454 TSecr=2681727639"
"46682","53.099185","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=123342089 Ack=1 Win=1005 Len=1448 TSval=867190488 TSecr=2681727670"
"46711","53.132343","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=123418793 Ack=1 Win=1005 Len=1448 TSval=867190521 TSecr=2681727702"
"46755","53.171305","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=123493809 Ack=1 Win=1005 Len=8200 TSval=867190555 TSecr=2681727736"
"46782","53.198699","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=123573169 Ack=1 Win=1005 Len=1448 TSval=867190587 TSecr=2681727770"
"46812","53.231958","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=123651081 Ack=1 Win=1005 Len=1448 TSval=867190621 TSecr=2681727804"
"46885","53.267594","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=123727545 Ack=1 Win=1005 Len=8200 TSval=867190655 TSecr=2681727835"
"46905","53.298497","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=123805457 Ack=1 Win=1005 Len=1448 TSval=867190687 TSecr=2681727874"
"46923","53.333513","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=123883369 Ack=1 Win=1005 Len=8200 TSval=867190721 TSecr=2681727902"
"46945","53.365452","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=123960073 Ack=1 Win=1005 Len=1448 TSval=867190754 TSecr=2681727940"
"46964","53.401180","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=124035089 Ack=1 Win=1005 Len=8200 TSval=867190787 TSecr=2681727969"
"46999","53.432338","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=124114449 Ack=1 Win=1005 Len=1448 TSval=867190821 TSecr=2681728002"
"47042","53.469422","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=124190913 Ack=1 Win=1005 Len=8200 TSval=867190854 TSecr=2681728036"
"47058","53.500808","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=124268825 Ack=1 Win=1005 Len=8200 TSval=867190889 TSecr=2681728078"
"47115","53.535304","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=124346737 Ack=1 Win=1005 Len=8200 TSval=867190921 TSecr=2681728103"
